year	gender	age	education	obs_value
2012	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	114.635
2012	Female	"Age (Youth, adults): 25+"	Education (ISCED-97): Level not stated	2414.55
2012	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Total	50810.725
2012	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Less than basic	699.33
2012	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	18451.915
2012	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	19403.202
2012	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	7630.214
2012	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	4626.065
2012	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	7312.388
2012	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Less than basic	21.347
2012	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	3420.988
2012	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	2947.568
2012	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	539.639
2012	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	382.846
2012	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	24568.91
2012	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Less than basic	222.152
2012	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	5372.504
2012	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	10416.902
2012	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	5169.419
2012	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	3387.933
2012	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	8065.963
2012	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Less than basic	139.021
2012	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	3137.69
2012	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	3204.62
2012	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	1038.136
2012	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	546.495
2012	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	10863.464
2012	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Less than basic	316.81
2012	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	6520.734
2012	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	2834.111
2012	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	883.019
2012	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	308.79
2012	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Total	24303.477
2012	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Less than basic	307.242
2012	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	8307.238
2012	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	9972.895
2012	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	3695.858
2012	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	2020.244
2012	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	3686.24
2012	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Less than basic	11.573
2012	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	1807.049
2012	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	1447.367
2012	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	228.676
2012	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	191.576
2012	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	12074.145
2012	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Less than basic	87.048
2012	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	2708.871
2012	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	5397.521
2012	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	2390.038
2012	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	1490.668
2012	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	3876.718
2012	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Less than basic	52.94
2012	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	1367.437
2012	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	1691.444
2012	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	549.165
2012	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	215.734
2012	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	4666.373
2012	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Less than basic	155.681
2012	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	2423.881
2012	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	1436.564
2012	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	527.98
2012	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	122.266
2012	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Total	26507.248
2012	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Less than basic	392.088
2012	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	10144.678
2012	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	9430.306
2012	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	3934.356
2012	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	2605.821
2012	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	3626.148
2012	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Less than basic	9.774
2012	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	1613.939
2012	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	1500.201
2012	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	310.963
2012	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	191.27
2012	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	12494.764
2012	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Less than basic	135.104
2012	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	2663.633
2012	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	5019.381
2012	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	2779.382
2012	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	1897.265
2012	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	4189.244
2012	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Less than basic	86.082
2012	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	1770.253
2012	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	1513.177
2012	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	488.972
2012	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	330.761
2012	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	6197.091
2012	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Less than basic	161.129
2012	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	4096.852
2012	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	1397.547
2012	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	355.039
2012	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	186.524
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): Total	50810.725
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): 0. Pre-primary education	699.33
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	7982.281
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	10469.635
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): 3. Upper secondary education	19352.784
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	50.418
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	7315.958
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	314.255
2012	Total	Age (Aggregate bands): Total	Education (ISCED-97): Level not stated	4626.065
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): Total	7312.388
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 0. Pre-primary education	21.347
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	212.926
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	3208.062
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 3. Upper secondary education	2946.268
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	1.301
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	539.639
2012	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): Level not stated	382.846
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): Total	24568.91
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 0. Pre-primary education	222.152
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 1. Primary education or first stage of basic education	1226.574
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	4145.929
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 3. Upper secondary education	10392.546
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	24.356
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	4975.619
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	193.8
2012	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): Level not stated	3387.933
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): Total	8065.963
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 0. Pre-primary education	139.021
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 1. Primary education or first stage of basic education	1591.214
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1546.476
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 3. Upper secondary education	3193.705
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 4. Post-secondary non-tertiary education	10.915
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	982.324
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	55.812
2012	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): Level not stated	546.495
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): Total	10863.464
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 0. Pre-primary education	316.81
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 1. Primary education or first stage of basic education	4951.566
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1569.168
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 3. Upper secondary education	2820.265
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 4. Post-secondary non-tertiary education	13.846
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	818.375
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	64.644
2012	Total	Age (Aggregate bands): 65+	Education (ISCED-97): Level not stated	308.79
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): Total	24303.477
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): 0. Pre-primary education	307.242
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	3281.284
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	5025.954
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): 3. Upper secondary education	9956.126
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	16.77
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	3496.238
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	199.62
2012	Male	Age (Aggregate bands): Total	Education (ISCED-97): Level not stated	2020.244
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): Total	3686.24
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 0. Pre-primary education	11.573
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	135.149
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1671.899
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 3. Upper secondary education	1447.106
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	228.676
2012	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): Level not stated	191.576
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): Total	12074.145
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 0. Pre-primary education	87.048
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 1. Primary education or first stage of basic education	601.698
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	2107.173
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 3. Upper secondary education	5391.412
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	6.109
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2274.426
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	115.611
2012	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): Level not stated	1490.668
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): Total	3876.718
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 0. Pre-primary education	52.94
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 1. Primary education or first stage of basic education	691.516
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 2. Lower secondary or second stage of basic education	675.92
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 3. Upper secondary education	1688.816
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 4. Post-secondary non-tertiary education	2.628
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	512.56
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	36.605
2012	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): Level not stated	215.734
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): Total	4666.373
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 0. Pre-primary education	155.681
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 1. Primary education or first stage of basic education	1852.92
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 2. Lower secondary or second stage of basic education	570.961
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 3. Upper secondary education	1428.792
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 4. Post-secondary non-tertiary education	7.772
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	480.575
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	47.404
2012	Male	Age (Aggregate bands): 65+	Education (ISCED-97): Level not stated	122.266
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): Total	26507.248
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): 0. Pre-primary education	392.088
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	4700.997
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	5443.681
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): 3. Upper secondary education	9396.658
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	33.648
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	3819.721
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	114.635
2012	Female	Age (Aggregate bands): Total	Education (ISCED-97): Level not stated	2605.821
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): Total	3626.148
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 0. Pre-primary education	9.774
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	77.777
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1536.163
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 3. Upper secondary education	1499.161
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	1.04
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	310.963
2012	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): Level not stated	191.27
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): Total	12494.764
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 0. Pre-primary education	135.104
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 1. Primary education or first stage of basic education	624.876
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	2038.756
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 3. Upper secondary education	5001.134
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	18.247
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2701.193
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	78.189
2012	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): Level not stated	1897.265
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): Total	4189.244
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 0. Pre-primary education	86.082
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 1. Primary education or first stage of basic education	899.698
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 2. Lower secondary or second stage of basic education	870.556
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 3. Upper secondary education	1504.889
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 4. Post-secondary non-tertiary education	8.288
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	469.764
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	19.207
2012	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): Level not stated	330.761
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): Total	6197.091
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): 0. Pre-primary education	161.129
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): 1. Primary education or first stage of basic education	3098.646
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): 2. Lower secondary or second stage of basic education	998.206
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): 3. Upper secondary education	1391.473
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): 4. Post-secondary non-tertiary education	6.074
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	337.8
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	17.239
2012	Female	Age (Aggregate bands): 65+	Education (ISCED-97): Level not stated	186.524
2012	Total	Age (10-year bands): Total	Education (Aggregate levels): Total	50810.725
2012	Total	Age (10-year bands): Total	Education (Aggregate levels): Less than basic	699.33
2012	Total	Age (10-year bands): Total	Education (Aggregate levels): Basic	18451.915
2012	Total	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	19403.202
2012	Total	Age (10-year bands): Total	Education (Aggregate levels): Advanced	7630.214
2012	Total	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	4626.065
2012	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Total	7312.388
2012	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Less than basic	21.347
2012	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	3420.988
2012	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	2947.568
2012	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	539.639
2012	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	382.846
2012	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Total	7653.396
2012	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Less than basic	38.458
2012	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	1230.453
2012	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	3108.407
2012	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	2039.187
2012	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	1236.891
2012	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Total	8400.387
2012	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Less than basic	73.11
2012	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	1622.97
2012	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	3485.153
2012	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	1898.431
2012	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	1320.723
2012	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Total	8515.127
2012	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Less than basic	110.583
2012	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	2519.082
2012	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	3823.342
2012	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	1231.801
2012	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	830.319
2012	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Total	8065.963
2012	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Less than basic	139.021
2012	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	3137.69
2012	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	3204.62
2012	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	1038.136
2012	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	546.495
2012	Total	Age (10-year bands): 65+	Education (Aggregate levels): Total	10863.464
2012	Total	Age (10-year bands): 65+	Education (Aggregate levels): Less than basic	316.81
2012	Total	Age (10-year bands): 65+	Education (Aggregate levels): Basic	6520.734
2012	Total	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	2834.111
2012	Total	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	883.019
2012	Total	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	308.79
2012	Male	Age (10-year bands): Total	Education (Aggregate levels): Total	24303.477
2012	Male	Age (10-year bands): Total	Education (Aggregate levels): Less than basic	307.242
2012	Male	Age (10-year bands): Total	Education (Aggregate levels): Basic	8307.238
2012	Male	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	9972.895
2012	Male	Age (10-year bands): Total	Education (Aggregate levels): Advanced	3695.858
2012	Male	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	2020.244
2012	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Total	3686.24
2012	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Less than basic	11.573
2012	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	1807.049
2012	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	1447.367
2012	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	228.676
2012	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	191.576
2012	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Total	3751.738
2012	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Less than basic	14.496
2012	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	678.993
2012	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	1627.149
2012	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	912.723
2012	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	518.376
2012	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Total	4150.195
2012	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Less than basic	28.813
2012	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	842.995
2012	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	1806.532
2012	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	854.72
2012	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	617.135
2012	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Total	4172.213
2012	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Less than basic	43.739
2012	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	1186.883
2012	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	1963.839
2012	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	622.595
2012	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	355.157
2012	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Total	3876.718
2012	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Less than basic	52.94
2012	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	1367.437
2012	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	1691.444
2012	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	549.165
2012	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	215.734
2012	Male	Age (10-year bands): 65+	Education (Aggregate levels): Total	4666.373
2012	Male	Age (10-year bands): 65+	Education (Aggregate levels): Less than basic	155.681
2012	Male	Age (10-year bands): 65+	Education (Aggregate levels): Basic	2423.881
2012	Male	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	1436.564
2012	Male	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	527.98
2012	Male	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	122.266
